Recipe Name,Recipe Id,Ingredient Title,subtitle,ingredient,supcs,cuisine
Crispy Chicken BLT Salad,22873,,,4 oz. Chicken Breast Tenderloin Fritter,5338559,"American, French"
Crispy Chicken BLT Salad,22873,,,3 tbsp. Tomato Cherry Fresh,"2110161, 2203024, 6894257, 9308719, 1000306","American, French"
Crispy Chicken BLT Salad,22873,,,2 oz. Bacon Bits Real Cooked .375″ Gas Flushed,5757051,"American, French"
Crispy Chicken BLT Salad,22873,,,2 fl. oz. Dressing Ranch Buttermilk,"1404755, 4537803, 4946067","American, French"
Cinnamon Vanilla Hot Chocolate,22559,,,1 gal. Wholesome Farms Classic Whole Milk,4676306,American
Cinnamon Vanilla Hot Chocolate,22559,,,4 oz. High Fat Cocoa Powder,,American
Cinnamon Vanilla Hot Chocolate,22559,,,4 oz. Sysco Classic Extra Fine Granulated Cane Sugar,2926727,American
Cinnamon Vanilla Hot Chocolate,22559,,,8 oz. 60% Bittersweet Chocolate Block,,American
Cinnamon Vanilla Hot Chocolate,22559,,,.20 oz. Bourbon Crush Vanilla Extract,,American
Cinnamon Vanilla Hot Chocolate,22559,,,.10 oz. Sysco Imperial/McCormick Spice Cinnamon Stick,5228648,American
Colorado Rockies Hot Cocoa,22561,,,3 c. Wholesome Farms Classic Whole Milk,4676306,American
Colorado Rockies Hot Cocoa,22561,,,1 c. Wholesome Farms Classic Heavy Whipping Cream 40% Stabilized,"4041143, 4828802, 4649160, 4676779",American
Colorado Rockies Hot Cocoa,22561,,,1 lb. 53.1% Dark Chocolate Callets,,American
Colorado Rockies Hot Cocoa,22561,,,4 tsp. 10x Confectioner Cane Sugar,"5593900, 5825672, 6217644",American
Colorado Rockies Hot Cocoa,22561,,,2 oz. Mike’s Hot Honey,"7022265, 7179024, 7022281, 7056981",American
Colorado Rockies Hot Cocoa,22561,,,½ oz. Sysco Imperial/McCormick Spice Cinnamon Stick,5228648,American
Colorado Rockies Hot Cocoa,22561,,,¼ oz. Chocolate Decor Crispearls Mini Shaker,,American
Colorado Rockies Hot Cocoa,22561,,,¼ oz. Bada Bing Cherries,,American
Homemade Hot Chocolate,22573,,,2 ½ c. Wholesome Farms Classic Whole milk,4676306,American
Homemade Hot Chocolate,22573,,,1 ½ c. Wholesome Farms Classic Heavy Whipping Cream 40% Stabilized,"4828802, 6935464",American
Homemade Hot Chocolate,22573,,,½ oz.. Sysco Classic Imitation Vanilla Extract,"5230040, 5230057, 5239371, 9787284",American
Homemade Hot Chocolate,22573,,,5 tbsp. Plein Arome Cocoa Powder,,American
Homemade Hot Chocolate,22573,,,1 oz. Sysco Classic Extra Fine Granulated Cane Sugar,4782694,American
Homemade Hot Chocolate,22573,,,2 oz. Wholesome Farms Classic Creamy Whipped Aerosol Cream,"1251745, 4627804",American
Chocolate Twist Cocoa,22557,,,2 ½ c. Wholesome Farms Classic Whole Milk,4676306,American
Chocolate Twist Cocoa,22557,,,1 ½ c. Wholesome Farms Classic Heavy Whipping Cream 40% Stabilized,"4828802, 6935464",American
Chocolate Twist Cocoa,22557,,,½ oz. Sysco Classic Imitation Vanilla Extract,"5230040, 5230057, 5239371, 9787284",American
Chocolate Twist Cocoa,22557,,,5 tbsp. Plein Arome Cocoa Powder,,American
Chocolate Twist Cocoa,22557,,,½ oz. Sysco Classic Extra Fine Granulated Cane Sugar,"1801141, 2926727, 4782694, 5087572",American
Chocolate Twist Cocoa,22557,,,2 oz. Wholesome Farms Classic Extra Creamy Aerosol Whipped Cream,"1251745, 4627804",American
Chocolate Twist Cocoa,22557,,,1 tsp. Chocolate Twist,,American
Almond Smore’s Hot Chocolate,22555,,,1 ctn. Unsweetened Almond Milk,,American
Almond Smore’s Hot Chocolate,22555,,,"7 oz. 1,000-count Semi Sweet Chocolate Chips","5335641, 5335724, 5335732, 5335757, 5340948",American
Almond Smore’s Hot Chocolate,22555,,,1 oz. Extra Large White Marshmallows,,American
Almond Smore’s Hot Chocolate,22555,,,4 ea. Honey Maid Graham Crackers,,American
Calabrian Shrimp,22501,,,5 oz. U12 Green Headless White Mexican Shrimp,,Italian
Calabrian Shrimp,22501,,,2 oz. Semolina Flour,,Italian
Calabrian Shrimp,22501,,,2 oz. Fresh 2% Buttermilk,"7059783, 4852788, 4961239, 4914499, 8965881, 4668227, 2241347, 5264419, 5109107, 5109113, 4751263, 4961247, 5073141, 8653909, 2491702, 5065325, 5066069",Italian
Calabrian Shrimp,22501,,,3 oz. Arrezzio Riccotta Whole Milk Impastata Cheese,2192102,Italian
Calabrian Shrimp,22501,,,½ oz. Arrezzio Classic Chopped Roasted Garlic,7127194,Italian
Calabrian Shrimp,22501,,,1 oz. Chopped Calabrian Chili Pepper,,Italian
Calabrian Shrimp,22501,,,2 oz. Wholesome Farms Imperial Unsalted USDA AA Solid Butter,"5093382, 1295155, 1295213, 3029534",Italian
Calabrian Shrimp,22501,,,¼ oz. Imperial Fresh Iceless Green Onion,"7350788, 8678120, 6728232",Italian
Cashew Miso Sea Bass,22503,,,8 oz. Frozen Chilean Sea Bass,"7109108, 7177099, 1039714, 1039722, 1039730",American
Cashew Miso Sea Bass,22503,,,2 oz. Mellow White Miso Paste,,American
Cashew Miso Sea Bass,22503,,,1 oz. Whole Raw Cashews,,American
Cashew Miso Sea Bass,22503,,,1 oz. Manjo Aji-Mirin Cooking Rice Wine,,American
Cashew Miso Sea Bass,22503,,,2 oz. Pickled Hot Okra,,American
Cashew Miso Sea Bass,22503,,,2 oz. Imperial Fresh Floret Mini Cut Cauliflower,1750041,American
Cashew Miso Sea Bass,22503,,,2 oz. Jade Mountain Seasoned Gourmet Rice Vinegar,5872353,American
Cashew Miso Sea Bass,22503,,,2 oz. Sysco Classic Extra Fine Cane Granulated Sugar,"1801141, 2926727, 4782694, 5087572",American
Cashew Miso Sea Bass,22503,,,5 gm. Red Veined Sorrel Microgreens,,American
Fried Lobster Pasta,22513,,,4-5 oz. Portico Imperial North Atlantic Premium Lobster Tail,"7052739, 7052746, 7052782, 7052769",American
Fried Lobster Pasta,22513,,,2 oz. Shiitake Medium Mushrooms with Stems,,American
Fried Lobster Pasta,22513,,,1 oz. Imperial Fresh Baby Spinach,"1584416, 8474538, 8518243",American
Fried Lobster Pasta,22513,,,1 oz. Imperial Fresh Cherry Red Tomatoes,"2110161, 2203024, 6894257, 9308719, 1000306",American
Fried Lobster Pasta,22513,,,4 oz. Wholesome Farms Classic Extended Shelf Life 40% Heavy Cream,"4828802, 6935464",American
Fried Lobster Pasta,22513,,,5 gm. Sysco Imperial Soup Base Lobster (No MSG),4944682,American
Fried Lobster Pasta,22513,,,½ oz. Imperial Fresh Herb Basil,2004513,American
Fried Lobster Pasta,22513,,,4 oz. Chicken and Fish Breading Mix,,American
Fried Lobster Pasta,22513,,,½ lb. Pasta La Bella Capellini Pasta #9,4862967,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,5.3 oz. Fire River Farms Classic Beef Ground Bulk 81%-19% Chubs Fresh,"0593030, 0593099, 0788578, 5138076, 0564397, 0564563, 0566420, 0566461, 0566483, 0566529, 0566578, 0566606, 0566657, 0566681, 0566709, 0566754, 0566838, 0633802, 0633935, 0633949, 1002575, 1119734, 2473742",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,.09 oz. Sysco Classic Salt Kosher Flake Coarse,6040760,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,.09 oz. Sysco Imperial/McCormick Spice Pepper Black Ground,"5229273, 5229281, 5229356, 5229331",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,2 oz. Sysco Classic Flour All Purpose Hotel & Restaurant Bleached Enriched Malted,8378111,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,2 oz. Wholesome Farms Classic Egg Shell Large White Grade A Usda,"5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,3 oz. sysco Classic Bread Crumbs Japanese Coarse Panko,"5966116, 5495478, 192674, 5495460",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,.03 oz. Spice Blend Shichimi Togarashi,,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,1 fl. oz. Sysco Imperial Mayonnaise Culinary Premium,"4002416, 4002390, 4116364",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,.3 oz. Ginger Pickled Gari Sushi Pink,,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,.1 oz. Garlic Peeled Fresh Jar,,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,1 fl. oz. Ken’s Dressing Sesame Oriental,,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,2 oz. Imperial Fresh Vegetable Mix Slaw Power Blend,4966146,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,.2 oz. Imperial Fresh Onions Greens Iceless,"7350788, 8678120, 6728232",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,¼ ea. Avocado Hass Fresh #2 Ripe,"1185511, 6686679, 7410590",American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,1.5 oz. Sauce Sweet Garlic Teriyaki,,American
Katsu Burger with Sweet Garlic Teriyaki,22734,,,1 ea. Bread Bun Brioche 4 Inch Sliced,7055188,American
Shrimp and Sausage Cornbread Dressing,22541,,,2 lb. Mix Cornbread Traditional Complete,2748897,Other
Shrimp and Sausage Cornbread Dressing,22541,,,½ oz. Sysco Imperial/McCormick Seasoning Blackened Redfish,4029761,Other
Shrimp and Sausage Cornbread Dressing,22541,,,8 oz. Sausage Pork Cheddar Jalapeno Smoked,,Other
Shrimp and Sausage Cornbread Dressing,22541,,,1 lb. Imperial Fresh Vegetable Mix Soup .375″,8140022,Other
Shrimp and Sausage Cornbread Dressing,22541,,,½ lb. Imperial Fresh Pepper Green Bell Choice,"6902340, 1079250",Other
Shrimp and Sausage Cornbread Dressing,22541,,,1 oz. Imperial Fresh Onion Green Iceless,"7350788, 8678120, 6728232",Other
Shrimp and Sausage Cornbread Dressing,22541,,,1 oz. Sysco Classic Broth Chicken Stock,"2906028, 5568241",Other
Shrimp and Sausage Cornbread Dressing,22541,,,1 lb. Portico Simply Shrimp White Raw Peeled & Deveined Tail-Off 26-30 Ct Farm Raised,9907407,Other
Shrimp and Sausage Cornbread Dressing,22541,,,1 lb. Egg Shell Large Grade Aa Udsa White,"5069350, 5069368, 8912230, 1102730, 1102748, 1102763, 1165711, 1165711, 1466465, 2105765, 2105781, 2105815, 2105823, 2105849, 3205323, 3602786, 3205347",Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,1 lb. Quail Semi-Boneless Frozen 6-4- 4.25 oz,,Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,2 oz. Shrimp and Sausage Cornbread Dressing,,Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,1 oz. Sysco Classic Bacon Layflat 14-18 Per Pound Applewood,"0855066, 0855086, 0855195, 0855504, 1005750, 1005842, 1011808, 1048685, 1177575, 1345669, 1359405, 1359413, 1359553, 1440631, 1440649, 1766112, 1889405, 2304380, 4571261, 5075468, 5321369, 5321427",Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,12 oz. Imperial Fresh Cranberry,"1167279, 3376159",Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,4 oz. Juice Pomegranate 100% Fresh,,Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,4 fl. oz. Sysco Classic Molasses Pure Light Unsulfured,"5370952, 4250684, 3604354",Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,8 oz. Sugar Granulated Extra Fine Cane,"1801141, 2926727, 4782694, 5087572",Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,4 oz. Wine Cooking Burgundy,,Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,3 oz. Imperial Fresh Asparagus Large,2161735,Other
Bacon-Wrapped Quail with Pomegranate and Cranberry Molasses Reduction,22540,,,5 g. Imperial Fresh Mint,"2037109, 2037117, 2037125, 4509436, 7187552",Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,12 ea. Wholesome Farms Classic Hard Boiled Eggs,,Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,8 ea. Sysco Classic Smoked Bacon Layflat,"0855066, 0855086, 0855195, 0855504, 1005750, 1005842, 1011808, 1048685, 1177575, 1345669, 1359405, 1359413, 1359553, 1440631, 1440649, 1766112, 1889405, 2304380, 4571261, 5075468, 5321369, 5321427",Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,¼ c. Sysco Classic Heavy Duty Mayonnaise,"4002416, 4002390, 4116364",Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,1 tbs. Sysco Classic Yellow Mustard,"4006797, 1608850, 4005385, 4006722, 4728858, 5106059, 5355112, 5912837",Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,2 ea. Wholesome Farms Classic Eggs Shell USDA White AA,4767022,Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,1 c. Sysco Classic All Purpose Flour,8378111,Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,1 c. Jade Mountain Classic Panko Bread Crumbs,"5966116, 5495478, 192674, 5495460",Other
Deep-fried Deviled Eggs with Candied Bacon,22530,,,¼ c. Sysco Classic Brown Sugar,5593702,Other
Eggnog Cheesecake With Gingersnap Crust,3705,Gingersnap Crust,,"12 oz. gingersnaps, crushed to a fine crumb",7977176,American
Eggnog Cheesecake With Gingersnap Crust,3705,Gingersnap Crust,,¼ cup Sysco Classic sugar,4782694,American
Eggnog Cheesecake With Gingersnap Crust,3705,Gingersnap Crust,,¼ tsp. Imperial McCormick ground cinnamon,"5228606, 5228614, 5228630, 5285267, 3492677",American
Eggnog Cheesecake With Gingersnap Crust,3705,Gingersnap Crust,,"6 Tbsp. Wholesome Farms salted butter, softened or melted","3029438, 3030117, 3031442, 7475999, 5926928",American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,"4 8-oz. bricks Wholesome Farms Imperial cream cheese, room temperature","4045282, 7145156, 7149089, 0959476, 3376050, 7146051",American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,"4 large Wholesome Farms eggs, room temperature",,American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,1½ cups eggnog,"4045282, 7145156, 7149089, 0959476, 3376050, 7146051",American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,1¼ cups Sysco Classic sugar,4782694,American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,3 Tbsp. Sysco Classic all-purpose flour,1142438,American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,1 tsp. rum extract,"7022075, 3281755",American
Eggnog Cheesecake With Gingersnap Crust,3705,Eggnog Cheesecake,,½–1 tsp. Imperial McCormick ground cinnamon to taste,"5228606, 5228614, 5228630, 5285267, 3492677",American
Eggnog Cheesecake With Gingersnap Crust,3705,Topping,,1 jar marshmallow creme,4534665,American
Eggnog Cheesecake With Gingersnap Crust,3705,Topping,,Ground cinnamon to taste,"5228606, 5228614, 5228630, 5285267, 3492677",American
New Zealand rack of Lamb with Cherry Blossom Shoyu Demi,22320,,,½ ea. Sysco Imperial Lamb Rack Frenched 14-16 oz.,4036232,Other
New Zealand rack of Lamb with Cherry Blossom Shoyu Demi,22320,,,¼ fl. oz. Sauce Soy Cherry Blossom Shoyu,,Other
New Zealand rack of Lamb with Cherry Blossom Shoyu Demi,22320,,,1 oz. Sysco Classic Glace Demi De Veal Classic,3038661,Other
New Zealand rack of Lamb with Cherry Blossom Shoyu Demi,22320,,,¼ lb. Imperial Fresh Bok Choy Baby Fresh,3880440,Other
New Zealand rack of Lamb with Cherry Blossom Shoyu Demi,22320,,,½ lb. Reliance Fresh Potato Sweet,7152564,Other
New Zealand rack of Lamb with Cherry Blossom Shoyu Demi,22320,,,.05 oz. Green Micro Asian Mix,,Other
Good Luck Cornbread,22319,,,1 lb. Sausage Kielbasa Rope,,Other
Good Luck Cornbread,22319,,,4 oz. Imperial Fresh Onions Yellow Jumbo Fresh Carton,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Other
Good Luck Cornbread,22319,,,1 oz. Imperial Fresh Garlic Peeled,"1821537, 7127443, 8853954",Other
Good Luck Cornbread,22319,,,30 oz. Sysco Classic Pea Blackeyed,4114088,Other
Good Luck Cornbread,22319,,,14 ½ oz. Sysco Classic Broth Chicken Reduced Sodium,5568241,Other
Good Luck Cornbread,22319,,,10 oz. Sysco Imperial Green Collard Chopped,1025295,Other
Good Luck Cornbread,22319,,,8 oz. Sysco Classic Corn Meal Yellow,"4014775, 4456661, 7108262",Other
Good Luck Cornbread,22319,,,4 gm. Sugar Granulated Canister Cane,"1801141, 2926727, 4782694, 5087572",Other
Good Luck Cornbread,22319,,,1 c. Buttermilk Regular,"7059783, 4852788, 4961239, 4914499, 8965881, 4668227, 2241347, 5264419, 5109107, 5109113, 4751263, 4961247, 5073141, 8653909, 2491702, 5065325, 5066069",Other
Good Luck Cornbread,22319,,,1 c. Oil Vegetable Pure,"4119061, 4119079",Other
Good Luck Cornbread,22319,,,1 oz. Egg Shell Large Grade Aa Udsa,,Other
Family Steak Night Meal Kit,22342,,,1 lb Asparagus,2161735,Other
Family Steak Night Meal Kit,22342,,,2 lb Sirloin Steak,5256043,Other
Family Steak Night Meal Kit,22342,,,8 oz Hollandaise Sauce,7143478,Other
Family Steak Night Meal Kit,22342,,,½ Tarragon Fresh Herb,"2004992, 2004968, 2004976, 7193220",Other
Family Steak Night Meal Kit,22342,,,1 oz Seasoning Steak,6639553,Other
Breathless Love – Sea Bass,22339,,,6 oz Bass Sea Fillet Fresh,"7109108, 7177099, 1039714, 1039722, 1039730",Other
Breathless Love – Sea Bass,22339,,,2 ea Bacon Center Cut,"0855066, 0855086, 0855195, 0855504, 1005750, 1005842, 1011808, 1048685, 1177575, 1345669, 1359405, 1359413, 1359553, 1440631, 1440649, 1766112, 1889405, 2304380, 4571261, 5075468, 5321369, 5321427",Other
Breathless Love – Sea Bass,22339,,,½ oz Molasses Black Garlic,,Other
Breathless Love – Sea Bass,22339,,,.12 oz Spice Flower Rose Petals,,Other
Breathless Love – Sea Bass,22339,,,1 oz. Cream Heavy Whipping 36%,"4828802, 6935464, 3617935, 3726672",Other
Breathless Love – Sea Bass,22339,,,1.50 oz Brussel Sprout Halved,1951490,Other
Breathless Love – Sea Bass,22339,,,4 oz Radicchio,"2512853, 1060953, 1471143",Other
Black-Eyed Pea Soup,22335,,,2 tbs Oilve Oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",Other
Black-Eyed Pea Soup,22335,,,3 oz Yellow Onions,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Other
Black-Eyed Pea Soup,22335,,,½ ct Celery,1908300,Other
Black-Eyed Pea Soup,22335,,,8 oz Carrots,76992,Other
Black-Eyed Pea Soup,22335,,,1 oz Garlic peeled fresh,,Other
Black-Eyed Pea Soup,22335,,,½ Fresh Jalapeño Pepper,"1185156, 1350276, 6832216, 6908206, 6908206, 9767179",Other
Black-Eyed Pea Soup,22335,,,¼ Oregano Spice,"3492692, 7037610, 3492692",Other
Black-Eyed Pea Soup,22335,,,.15 oz Thyme Leaves Whole,"2005270, 2005296, 4509782, 2005262",Other
Black-Eyed Pea Soup,22335,,,4 oz. Sausage Kielbasa Rope,7180995,Other
Black-Eyed Pea Soup,22335,,,24 oz. Broth Chicken Reduced Sodium,"2906028, 5568241",Other
Black-Eyed Pea Soup,22335,,,1 gr Spice Bay Leaves,5158502,Other
Black-Eyed Pea Soup,22335,,,2 gr Spice Pepper Red Crushed,"9806423, 5913454, 3492701, 7324452, 1771151, 1975145",Other
Black-Eyed Pea Soup,22335,,,4 oz. Green Collard Chopped,1025295,Other
Black-Eyed Pea Soup,22335,,,1 tsp Vinegar Red Wine,4113056,Other
Black-Eyed Pea Soup,22335,,,Cheese Parmesan Dry Grated,"2039964, 4061558, 4066845, 1060771, 2389278",Other
Black-Eyed Pea Soup,22335,,,4 oz heavy cream,"4041143, 4828802, 4649160, 4676779",Other
Pittsburgh Style Sandwich,21805,,,4 oz. Hi Crown Split 5/8 White Bread,"0842971, 2473415",American
Pittsburgh Style Sandwich,21805,,,5 oz.  Fresh Sliced Block & Barrel Classic Top Round Cap-off Beef Roast,"3637295, 2445187, 2382679, 2382653, 1962869, 1959899, 0042705, 1957034",American
Pittsburgh Style Sandwich,21805,,,3 oz. Sysco Imperial Grade A 1/4″ Shoestring Potato Fry,,American
Pittsburgh Style Sandwich,21805,,,3 oz. Cole Slaw Mix,"1212380, 1216795, 1217058, 1217462",American
Scallops with Blueberry Basil Pesto,21849,,,3 ea. Portico Simply Scallops Sea Dry 10-20 Per # Count,3360112,American
Scallops with Blueberry Basil Pesto,21849,,,3 oz. Sysco Imperial Wild Maine Blueberries IQF,2527596,American
Scallops with Blueberry Basil Pesto,21849,,,1 oz. Imperial Fresh Basil,2004513,American
Scallops with Blueberry Basil Pesto,21849,,,½ c. Arrezzio Classic Extra Virgin Olive Oil,"4477941, 4477962, 4497301, 5655618, 5846714, 5847029",American
Scallops with Blueberry Basil Pesto,21849,,,½ oz. Sysco Classic Walnut Halves & Pieces,"4463600, 4645388, 4645404, 7094885",American
Scallops with Blueberry Basil Pesto,21849,,,1 oz. Imperial Fresh Baby Arugula,5142072,American
Scallops with Blueberry Basil Pesto,21849,,,1 oz. Glaze Balsamic,651828,American
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,2 lb. Casa Solana Fully Cooked Chicken Fajita Breast Strips,1647353,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,3 Tbsp. Arrezzio Classic 80/20 Olive Oil Blend,5934302,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,4 oz. Imperial Fresh Diced Onion .25″,8878589,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,2 oz. Imperial Fresh Green Onion,"7350788, 8678120, 6728232",Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,4 oz. Imperial Fresh Large Red Bell Pepper,1745161,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,8 oz. Fiesta Black Beans With Flame Roasted Corn,,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,2 oz. Arrezzio Classic Garlic Chopped In Oil,4268516,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,3 oz. Imperial Fresh Jalapeno Pepper,"1185156, 1350276, 6832216, 6908206, 6908206, 9767179",Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,1 oz. Imperial Fresh Cilantro,2219095,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,½ oz. Imperial Fresh Parsley,"2219111, 1908359",Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,1 oz. Imperial Fresh Baby Spinach,"1584416, 8474538, 8518243",Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,1 oz. Sysco Imperial/McCormick Ground Cumin,5228713,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,¼ oz. Sysco Imperial/McCormick Dark Chili Powder,4866007,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,¼ oz. Sysco Classic Coarse Flake Kosher Salt,6040760,Chinese
Southwest Egg Rolls,21850,Southwest Egg Roll Filling,,1 lb. Casa Solana Fancy Shredded Jack Cheddar Cheese,2819763,Chinese
Southwest Egg Rolls,21850,Southwest Egg Rolls,,6 oz. Southwest Egg Roll Filling (see above),,Chinese
Southwest Egg Rolls,21850,Southwest Egg Rolls,,3 Eggroll Skin Wrapper,,Chinese
Southwest Egg Rolls,21850,Southwest Egg Rolls,,1 ea. Wholesome Farms Classic Egg,4767022,Chinese
Southwest Egg Rolls,21850,Southwest Egg Rolls,,1½ oz. Sweet & Smoked Chipotle Aioli Sauce,,Chinese
Esquite Burger,21824,,,8 oz. Chuck & Brisket Beef Patty Blend,"0519775, 0520136, 0519530, 0474019, 0445595, 0445559, 0445546, 0445520",American
Esquite Burger,21824,,,1 ea. 4-Inch Sliced Baker’s Source Brioche Bun,7055188,American
Esquite Burger,21824,,,¼ oz. Imperial Fresh Arugula,5142072,American
Esquite Burger,21824,,,2 oz Sysco Supreme Roasted Corn & Peppers Vegetable Blend,3617549,American
Esquite Burger,21824,,,2 fl. oz. Sysco Imeprial Premium Culinary Mayonnaise,"4002416, 4002390, 4116364",American
Esquite Burger,21824,,,¼ ea. Imperial Fresh Lime,"7412570, 9578964, 9041435",American
Esquite Burger,21824,,,.1 oz Crushed Aleppo Pepper,9500208,American
Esquite Burger,21824,,,¼ oz. Pica y Salpica Grated Cotija Cheese,"2370153, 1698879",American
Esquite Burger,21824,,,1 oz. Imperial Fresh Sliced Tomato,5139076,American
Holiday Duck with Blood Orange,21854,,,24 oz. Duck Breast,,Other
Holiday Duck with Blood Orange,21854,,,12 oz. Imperial Fresh Halved Brussels Sprouts,1951490,Other
Holiday Duck with Blood Orange,21854,,,2 ea. Imperial Fresh Orange Fancy,"2252153, 2252161, 2252179, 2252203, 2252211, 2252971",Other
Holiday Duck with Blood Orange,21854,,,8 oz. Vinaigrette Blood Orange Shallot Dressing,4626562,Other
Holiday Duck with Blood Orange,21854,,,1 ea. Fresh Pomegranate,,Other
Holiday Duck with Blood Orange,21854,,,4 oz. Imperial Fresh Cranberry,"1167279, 3376159",Other
Holiday Duck with Blood Orange,21854,,,8 oz. Diced Squash Butternut ¼”,,Other
Holiday Duck with Blood Orange,21854,,,2 oz. Imperial Fresh Diced Yellow Onions,"1000405, 1094721, 8313918, 5430202, 1074747, 7750243",Other
Holiday Duck with Blood Orange,21854,,,4 oz. Bacon Layflat Center-Cut 14-18 per Pound Applewood Smoked,"0855066, 0855086, 0855195, 0855504, 1005750, 1005842, 1011808, 1048685, 1177575, 1345669, 1359405, 1359413, 1359553, 1440631, 1440649, 1766112, 1889405, 2304380, 4571261, 5075468, 5321369, 5321427",Other
Top Blade Steak Dinner – Family Style Meal,22046,,,1 lb. Beef Chuck Top Blade Flat Iron,,Other
Top Blade Steak Dinner – Family Style Meal,22046,,,8 oz. Potato Hashbrown Red Quinoa Spinach,,Other
Top Blade Steak Dinner – Family Style Meal,22046,,,3 oz. Seasoning Steak Montreal,,Other
Roasted Tomato Grain Salad -Family Style Take Out,22044,,,¼ lb. Tomato Roasted Red Wedges,5224387,Other
Roasted Tomato Grain Salad -Family Style Take Out,22044,,,½ lb. Grain Blend 5-way,,Other
Roasted Tomato Grain Salad -Family Style Take Out,22044,,,1 oz. Imperial Fresh Basil,2004513,Other
Roasted Tomato Grain Salad -Family Style Take Out,22044,,,.40 c. of Balsamic Vinaigrette Dressing,,Other
Roasted Tomato Grain Salad -Family Style Take Out,22044,,,1 oz. Imperial Fresh Italian Parsley,"1814013, 2058907, 2058972, 2219111, 4509543, 6831515, 7410723",Other
Roasted Tomato Grain Salad -Family Style Take Out,22044,,,2 oz. Parmesan Grated Fresh,"2039964, 4061558, 4066845, 1060771, 2389278",Other
Small Cheese and Charcuterie Board,22151,,,1 oz. Cheese Gouda Truffle Wedge,,Other
Small Cheese and Charcuterie Board,22151,,,1 oz. Cheese Goat Fig Honey,,Other
Small Cheese and Charcuterie Board,22151,,,1 oz. Pate Campagne Slices,,Other
